model_name,datasets_used,accuracy,precision,recall,f1_score,roc_auc,num_features,timestamp
model_UDP_1_YQ8X,UDP,0.9977973568281938,1.0,0.9955947136563876,0.9977924944812362,1.0,72,2025-11-25 00:03:46.350328
